id,topic1,topic2,topic3,published_year
IMP_Noninterference,Computer science,Security,,2024
Sumcheck_Protocol,Computer science,Security,,2024
CommCSL,Computer science,Security,,2023
ABY3_Protocols,Computer science,Security,,2023
CRYSTALS-Kyber,Computer science,Security,,2022
IsaNet,Computer science,Security,,2022
Logging_Independent_Anonymity,Computer science,Security,,2021
CoSMed,Computer science,Security,,2021
CoSMeDis,Computer science,Security,,2021
CoCon,Computer science,Security,,2021
BD_Security_Compositional,Computer science,Security,,2021
IFC_Tracking,Computer science,Security,,2021
Relational_Method,Computer science,Security,,2020
Attack_Trees,Computer science,Security,,2020
Stateful_Protocol_Composition_and_Typing,Computer science,Security,,2020
Automated_Stateful_Protocol_Verification,Computer science,Security,,2020
Relational-Incorrectness-Logic,Computer science,Security,,2020
LambdaAuth,Computer science,Security,,2019
Multi_Party_Computation,Computer science,Security,,2019
Modular_Assembly_Kit_Security,Computer science,Security,,2018
Security_Protocol_Refinement,Computer science,Security,,2017
Key_Agreement_Strong_Adversaries,Computer science,Security,,2017
UPF_Firewall,Computer science,Security,,2017
Password_Authentication_Protocol,Computer science,Security,,2017
SPARCv8,Computer science,Security,,2016
Dependent_SIFUM_Refinement,Computer science,Security,,2016
Dependent_SIFUM_Type_Systems,Computer science,Security,,2016
Noninterference_Concurrent_Composition,Computer science,Security,,2016
Noninterference_Sequential_Composition,Computer science,Security,,2016
Noninterference_Inductive_Unwinding,Computer science,Security,,2015
Noninterference_Ipurge_Unwinding,Computer science,Security,,2015
Noninterference_Generic_Unwinding,Computer science,Security,,2015
UPF,Computer science,Security,,2014
CISC-Kernel,Computer science,Security,,2014
Network_Security_Policy_Verification,Computer science,Security,,2014
Noninterference_CSP,Computer science,Security,,2014
WHATandWHERE_Security,Computer science,Security,,2014
Strong_Security,Computer science,Security,,2014
SIFUM_Type_Systems,Computer science,Security,,2014
Bounded_Deducibility_Security,Computer science,Security,,2014
HyperCTL,Computer science,Security,,2014
Probabilistic_Noninterference,Computer science,Security,,2014
CryptoBasedCompositionalProperties,Computer science,Security,,2014
Possibilistic_Noninterference,Computer science,Security,,2012
Inductive_Confidentiality,Computer science,Security,,2012
InformationFlowSlicing_Inter,Computer science,Security,,2010
InformationFlowSlicing,Computer science,Security,,2010
SIFPL,Computer science,Security,,2008
VolpanoSmith,Computer science,Security,,2008
HotelKeyCards,Computer science,Security,,2006
Compressed_Oracles,Computer science,Security,Cryptography,2025
Oneway2Hiding,Computer science,Security,Cryptography,2025
Hidden_Number_Problem,Computer science,Security,Cryptography,2025
Babai_Nearest_Plane,Computer science,Security,Cryptography,2024
Coppersmith_Method,Computer science,Security,Cryptography,2024
CRYSTALS-Kyber_Security,Computer science,Security,Cryptography,2023
Crypto_Standards,Computer science,Security,Cryptography,2023
CVP_Hardness,Computer science,Security,Cryptography,2023
Constructive_Cryptography_CM,Computer science,Security,Cryptography,2021
Sigma_Commit_Crypto,Computer science,Security,Cryptography,2019
Constructive_Cryptography,Computer science,Security,Cryptography,2018
Game_Based_Crypto,Computer science,Security,Cryptography,2017
CryptHOL,Computer science,Security,Cryptography,2017
Elliptic_Curves_Group_Law,Computer science,Security,Cryptography,2017
RSAPSS,Computer science,Security,Cryptography,2005
Isabelle-Solidity,Computer science,Semantics and reasoning,,2026
HOL-CSP_Proc-Omata,Computer science,Semantics and reasoning,,2026
HOL-CSP_PTick,Computer science,Semantics and reasoning,,2026
Weak_Spectroscopy,Computer science,Semantics and reasoning,,2025
Z_Toolkit,Computer science,Semantics and reasoning,,2025
Shallow_Expressions,Computer science,Semantics and reasoning,,2025
Restriction_Spaces-Ultrametric,Computer science,Semantics and reasoning,,2025
Restriction_Spaces,Computer science,Semantics and reasoning,,2025
HOL-CSP_RS,Computer science,Semantics and reasoning,,2025
Differential_Privacy,Computer science,Semantics and reasoning,,2025
DP_QBS,Computer science,Semantics and reasoning,,2025
NREST,Computer science,Semantics and reasoning,,2024
IMP_Noninterference_Extension,Computer science,Semantics and reasoning,,2024
IMP_With_Speculation,Computer science,Semantics and reasoning,,2024
LTL3_Semantics,Computer science,Semantics and reasoning,,2024
Isabelle_DOF,Computer science,Semantics and reasoning,,2024
AutoCorres2,Computer science,Semantics and reasoning,,2024
HOL-CSP_OpSem,Computer science,Semantics and reasoning,,2023
HOL-CSPM,Computer science,Semantics and reasoning,,2023
Transport,Computer science,Semantics and reasoning,,2023
S_Finite_Measure_Monad,Computer science,Semantics and reasoning,,2023
Quantales_Converse,Computer science,Semantics and reasoning,,2023
CHERI-C_Memory_Model,Computer science,Semantics and reasoning,,2022
Solidity,Computer science,Semantics and reasoning,,2022
Quasi_Borel_Spaces,Computer science,Semantics and reasoning,,2022
Registers,Computer science,Semantics and reasoning,,2021
X86_Semantics,Computer science,Semantics and reasoning,,2021
CSP_RefTK,Computer science,Semantics and reasoning,,2020
Isabelle_C,Computer science,Semantics and reasoning,,2019
Clean,Computer science,Semantics and reasoning,,2019
TESL_Language,Computer science,Semantics and reasoning,,2019
HOL-CSP,Computer science,Semantics and reasoning,,2019
QHLProver,Computer science,Semantics and reasoning,,2019
Transformer_Semantics,Computer science,Semantics and reasoning,,2018
Refine_Imperative_HOL,Computer science,Semantics and reasoning,,2016
Launchbury,Computer science,Semantics and reasoning,,2013
Refine_Monadic,Computer science,Semantics and reasoning,,2012
DCR-ExecutionEquivalence,Computer science,System description languages,,2023
TESL_Language,Computer science,System description languages,,2019
Architectural_Design_Patterns,Computer science,System description languages,,2018
DynamicArchitectures,Computer science,System description languages,,2017
Promela,Computer science,System description languages,,2014
ComponentDependencies,Computer science,System description languages,,2014
Featherweight_OCL,Computer science,System description languages,,2014
Circus,Computer science,System description languages,,2012
Abstract_Substitution,Logic,,,2024
Boolos_Curious_Inference_Automated,Logic,,,2022
MHComputation,Logic,Computability,,2023
Cook_Levin,Logic,Computability,,2023
Boolos_Curious_Inference_Automated,Logic,Computability,,2022
Multitape_To_Singletape_TM,Logic,Computability,,2022
DPRM_Theorem,Logic,Computability,,2022
Ackermanns_not_PR,Logic,Computability,,2022
Inductive_Inference,Logic,Computability,,2020
Universal_Turing_Machine,Logic,Computability,,2019
Minsky_Machines,Logic,Computability,,2018
Recursion-Theory-I,Logic,Computability,,2008
FaithfulPMLinHOL,Logic,General logic,,2025
First_Order_Clause,Logic,General logic,,2025
CondNormReasHOL,Logic,General logic,,2024
Q0_Soundness,Logic,General logic,,2023
Q0_Metatheory,Logic,General logic,,2023
Probability_Inequality_Completeness,Logic,General logic,,2023
Synthetic_Completeness,Logic,General logic,,2023
Boolos_Curious_Inference_Automated,Logic,General logic,,2022
AOT,Logic,General logic,,2022
Metalogic_ProofChecker,Logic,General logic,,2021
Topological_Semantics,Logic,General logic,,2020
FOL_Compactness,Logic,General logic,Classical first-order logic,2025
First_Order_Clause,Logic,General logic,Classical first-order logic,2025
SCL_Simulates_Ground_Resolution,Logic,General logic,Classical first-order logic,2024
Given_Clause_Loops,Logic,General logic,Classical first-order logic,2023
Safe_Range_RC,Logic,General logic,Classical first-order logic,2022
FOL_Seq_Calc3,Logic,General logic,Classical first-order logic,2022
Eval_FO,Logic,General logic,Classical first-order logic,2022
FOL_Seq_Calc2,Logic,General logic,Classical first-order logic,2022
FOL_Axiomatic,Logic,General logic,Classical first-order logic,2021
FOL-Fitting,Logic,General logic,Classical first-order logic,2007
Prop_Compactness,Logic,General logic,Classical propositional logic,2024
QBF_Solver_Verification,Logic,General logic,Classical propositional logic,2024
MLSS_Decision_Proc,Logic,General logic,Classical propositional logic,2023
Probability_Inequality_Completeness,Logic,General logic,Classical propositional logic,2023
Suppes_Theorem,Logic,General logic,Classical propositional logic,2023
Propositional_Logic_Class,Logic,General logic,Classical propositional logic,2022
Implicational_Logic,Logic,General logic,Classical propositional logic,2022
Free-Boolean-Algebra,Logic,General logic,Classical propositional logic,2010
MLSSmf_to_MLSS,Logic,General logic,Decidability of theories,2025
MLSS_Decision_Proc,Logic,General logic,Decidability of theories,2023
Formula_Derivatives,Logic,General logic,Decidability of theories,2015
MSO_Regex_Equivalence,Logic,General logic,Decidability of theories,2014
Presburger-Automata,Logic,General logic,Decidability of theories,2009
LinearQuantifierElim,Logic,General logic,Decidability of theories,2008
Stalnaker_Logic,Logic,General logic,Logics of knowledge and belief,2022
PAL,Logic,General logic,Logics of knowledge and belief,2021
Belief_Revision,Logic,General logic,Logics of knowledge and belief,2021
Public_Announcement_Logic,Logic,General logic,Logics of knowledge and belief,2021
Blue_Eyes,Logic,General logic,Logics of knowledge and belief,2021
Epistemic_Logic,Logic,General logic,Logics of knowledge and belief,2018
Axiom_Free_Ontological_Trinity,Logic,General logic,Mechanization of proofs,2026
Splitting_Framework,Logic,General logic,Mechanization of proofs,2025
Typed_Ordered_Resolution,Logic,General logic,Mechanization of proofs,2025
Superposition_Calculus,Logic,General logic,Mechanization of proofs,2024
Countable_Sums_and_Discrete_Distributions,Logic,General logic,Mechanization of proofs,2024
Simple_Clause_Learning,Logic,General logic,Mechanization of proofs,2023
FOL_Seq_Calc3,Logic,General logic,Mechanization of proofs,2022
FOL_Seq_Calc2,Logic,General logic,Mechanization of proofs,2022
Saturation_Framework_Extensions,Logic,General logic,Mechanization of proofs,2020
Saturation_Framework,Logic,General logic,Mechanization of proofs,2020
Binding_Syntax_Theory,Logic,General logic,Mechanization of proofs,2019
Functional_Ordered_Resolution_Prover,Logic,General logic,Mechanization of proofs,2018
Ordered_Resolution_Prover,Logic,General logic,Mechanization of proofs,2018
FOL_Harrison,Logic,General logic,Mechanization of proofs,2017
Resolution_FOL,Logic,General logic,Mechanization of proofs,2016
PropResPI,Logic,General logic,Mechanization of proofs,2016
Boolean_Expression_Checkers,Logic,General logic,Mechanization of proofs,2014
Sort_Encodings,Logic,General logic,Mechanization of proofs,2013
Verified-Prover,Logic,General logic,Mechanization of proofs,2004
Axiom_Free_Ontological_Trinity,Logic,General logic,Modal logic,2026
Weak_Spectroscopy,Logic,General logic,Modal logic,2025
Bisimulation_Logic,Logic,General logic,Modal logic,2025
FaithfulPMLinHOL,Logic,General logic,Modal logic,2025
Notes_On_Goedels_Ontological_Argument,Logic,General logic,Modal logic,2025
ILL,Logic,General logic,Modal logic,2024
Coupledsim_Contrasim,Logic,General logic,Modal logic,2023
SimplifiedOntologicalArgument,Logic,General logic,Modal logic,2021
MFODL_Monitor_Optimized,Logic,General logic,Modal logic,2020
Hybrid_Logic,Logic,General logic,Modal logic,2019
Hybrid_Multi_Lane_Spatial_Logic,Logic,General logic,Modal logic,2017
Differential_Dynamic_Logic,Logic,General logic,Modal logic,2017
Modal_Logics_for_NTS,Logic,General logic,Modal logic,2016
Paraconsistency,Logic,General logic,Paraconsistent logics,2016
Mission_Time_LTL_Formula_Progression,Logic,General logic,Temporal logic,2025
Mission_Time_LTL_Language_Partition,Logic,General logic,Temporal logic,2025
Mission_Time_LTL_to_Regular_Expression,Logic,General logic,Temporal logic,2025
Mission_Time_LTL,Logic,General logic,Temporal logic,2025
LTL3_Semantics,Logic,General logic,Temporal logic,2024
MFOTL_Checker,Logic,General logic,Temporal logic,2024
LTL_Normal_Form,Logic,General logic,Temporal logic,2020
MFOTL_Monitor,Logic,General logic,Temporal logic,2019
Allen_Calculus,Logic,General logic,Temporal logic,2016
LTL,Logic,General logic,Temporal logic,2016
HyperCTL,Logic,General logic,Temporal logic,2014
Nat-Interval-Logic,Logic,General logic,Temporal logic,2011
Axiom_Free_Ontological_Trinity,Logic,Philosophical aspects,,2026
Notes_On_Goedels_Ontological_Argument,Logic,Philosophical aspects,,2025
CondNormReasHOL,Logic,Philosophical aspects,,2024
Boolos_Curious_Inference_Automated,Logic,Philosophical aspects,,2022
Boolos_Curious_Inference,Logic,Philosophical aspects,,2022
SimplifiedOntologicalArgument,Logic,Philosophical aspects,,2021
Mereology,Logic,Philosophical aspects,,2021
Aristotles_Assertoric_Syllogistic,Logic,Philosophical aspects,,2019
GewirthPGCProof,Logic,Philosophical aspects,,2018
Lowe_Ontological_Argument,Logic,Philosophical aspects,,2017
PLM,Logic,Philosophical aspects,,2017
AnselmGod,Logic,Philosophical aspects,,2017
Types_Tableaus_and_Goedels_God,Logic,Philosophical aspects,,2017
GoedelGod,Logic,Philosophical aspects,,2013
Synthetic_Completeness,Logic,Proof theory,,2023
Propositional_Logic_Class,Logic,Proof theory,,2022
Boolos_Curious_Inference_Automated,Logic,Proof theory,,2022
Implicational_Logic,Logic,Proof theory,,2022
FOL_Seq_Calc3,Logic,Proof theory,,2022
FO_Theory_Rewriting,Logic,Proof theory,,2022
FOL_Seq_Calc2,Logic,Proof theory,,2022
FOL_Axiomatic,Logic,Proof theory,,2021
Syntax_Independent_Logic,Logic,Proof theory,,2020
Robinson_Arithmetic,Logic,Proof theory,,2020
Goedel_Incompleteness,Logic,Proof theory,,2020
Goedel_HFSet_Semanticless,Logic,Proof theory,,2020
Goedel_HFSet_Semantic,Logic,Proof theory,,2020
FOL_Seq_Calc1,Logic,Proof theory,,2019
Propositional_Proof_Systems,Logic,Proof theory,,2017
Abstract_Soundness,Logic,Proof theory,,2017
SuperCalc,Logic,Proof theory,,2016
Surprise_Paradox,Logic,Proof theory,,2016
Incredible_Proof_Machine,Logic,Proof theory,,2016
Abstract_Completeness,Logic,Proof theory,,2014
Incompleteness,Logic,Proof theory,,2013
SequentInvertibility,Logic,Proof theory,,2009
Completeness,Logic,Proof theory,,2004
Sorted_Rewriting,Logic,Rewriting,,2026
Proof_Terms_Term_Rewriting,Logic,Rewriting,,2025
First_Order_Rewriting,Logic,Rewriting,,2025
Completeness_Decreasing_Diagrams_for_N1,Logic,Rewriting,,2025
Sorted_Terms,Logic,Rewriting,,2024
Pattern_Completeness,Logic,Rewriting,,2024
Substitutions_Lambda_Free,Logic,Rewriting,,2024
Orient_Rewrite_Rule_Undecidable,Logic,Rewriting,,2024
Efficient_Weighted_Path_Order,Logic,Rewriting,,2023
Rewrite_Properties_Reduction,Logic,Rewriting,,2022
Multiset_Ordering_NPC,Logic,Rewriting,,2022
FO_Theory_Rewriting,Logic,Rewriting,,2022
Weighted_Path_Order,Logic,Rewriting,,2021
Knuth_Bendix_Order,Logic,Rewriting,,2020
Goodstein_Lambda,Logic,Rewriting,,2020
CakeML_Codegen,Logic,Rewriting,,2019
Graph_Saturation,Logic,Rewriting,,2018
Lambda_Free_EPO,Logic,Rewriting,,2018
First_Order_Terms,Logic,Rewriting,,2018
Monad_Normalisation,Logic,Rewriting,,2017
Nested_Multisets_Ordinals,Logic,Rewriting,,2016
Lambda_Free_KBOs,Logic,Rewriting,,2016
Lambda_Free_RPOs,Logic,Rewriting,,2016
Rewriting_Z,Logic,Rewriting,,2016
Decreasing-Diagrams-II,Logic,Rewriting,,2015
Decreasing-Diagrams,Logic,Rewriting,,2013
Abstract-Rewriting,Logic,Rewriting,,2010
MLSSmf_to_MLSS,Logic,Set theory,,2025
Category_Set,Logic,Set theory,,2024
Cardinality_Continuum,Logic,Set theory,,2023
MLSS_Decision_Proc,Logic,Set theory,,2023
Independence_CH,Logic,Set theory,,2022
Transitive_Models,Logic,Set theory,,2022
Wetzels_Problem,Logic,Set theory,,2022
CZH_Foundations,Logic,Set theory,,2021
Delta_System_Lemma,Logic,Set theory,,2020
Ordinal_Partitions,Logic,Set theory,,2020
Recursion-Addition,Logic,Set theory,,2020
Forcing,Logic,Set theory,,2020
ZFC_in_HOL,Logic,Set theory,,2019
HereditarilyFinite,Logic,Set theory,,2013
Ordinals_and_Cardinals,Logic,Set theory,,2009
Ordinal,Logic,Set theory,,2005
Morley_Theorem,Mathematics,,,2025
Hilbert_Basis,Mathematics,,,2025
Interval_Analysis,Mathematics,,,2024
AOT,Mathematics,,,2022
Computational_pAdics,Mathematics,Algebra,,2025
Restriction_Spaces-Examples,Mathematics,Algebra,,2025
Generalized_Cauchy_Davenport,Mathematics,Algebra,,2024
Two_Hermitian_Results,Mathematics,Algebra,,2024
Pi_Irrational,Mathematics,Algebra,,2024
Topological_Groups,Mathematics,Algebra,,2024
Lie_Groups,Mathematics,Algebra,,2024
Sorted_Terms,Mathematics,Algebra,,2024
Countable_Sums_and_Discrete_Distributions,Mathematics,Algebra,,2024
Schoenhage_Strassen,Mathematics,Algebra,,2024
OmegaCatoidsQuantales,Mathematics,Algebra,,2024
Isabelle_hoops,Mathematics,Algebra,,2024
Polynomial_Crit_Geometry,Mathematics,Algebra,,2023
Chebyshev_Polynomials,Mathematics,Algebra,,2023
Perfect_Fields,Mathematics,Algebra,,2023
Elimination_Of_Repeated_Factors,Mathematics,Algebra,,2023
Relational_Cardinality,Mathematics,Algebra,,2023
Catoids,Mathematics,Algebra,,2023
Quantales_Converse,Mathematics,Algebra,,2023
Multirelations_Heterogeneous,Mathematics,Algebra,,2023
Schwartz_Zippel,Mathematics,Algebra,,2023
TsirelsonBound,Mathematics,Algebra,,2023
Edwards_Elliptic_Curves_Group,Mathematics,Algebra,,2023
Birkhoff_Finite_Distributive_Lattices,Mathematics,Algebra,,2022
Padic_Field,Mathematics,Algebra,,2022
Commuting_Hermitian,Mathematics,Algebra,,2022
Finite_Fields,Mathematics,Algebra,,2022
Fishers_Inequality,Mathematics,Algebra,,2022
LP_Duality,Mathematics,Algebra,,2022
Interpolation_Polynomials_HOL_Algebra,Mathematics,Algebra,,2022
Hyperdual,Mathematics,Algebra,,2021
Factor_Algebraic_Polynomial,Mathematics,Algebra,,2021
Finitely_Generated_Abelian_Groups,Mathematics,Algebra,,2021
Grothendieck_Schemes,Mathematics,Algebra,,2021
Formal_Puiseux_Series,Mathematics,Algebra,,2021
Smith_Normal_Form,Mathematics,Algebra,,2020
Power_Sum_Polynomials,Mathematics,Algebra,,2020
Matrices_for_ODEs,Mathematics,Algebra,,2020
Subset_Boolean_Algebras,Mathematics,Algebra,,2020
Hybrid_Systems_VCs,Mathematics,Algebra,,2019
Jacobson_Basic_Algebra,Mathematics,Algebra,,2019
Linear_Programming,Mathematics,Algebra,,2019
C2KA_DistributedSystems,Mathematics,Algebra,,2019
Linear_Inequalities,Mathematics,Algebra,,2019
Nullstellensatz,Mathematics,Algebra,,2019
Groebner_Macaulay,Mathematics,Algebra,,2019
Farkas,Mathematics,Algebra,,2019
Transformer_Semantics,Mathematics,Algebra,,2018
Quantales,Mathematics,Algebra,,2018
Symmetric_Polynomials,Mathematics,Algebra,,2018
Signature_Groebner,Mathematics,Algebra,,2018
Aggregation_Algebras,Mathematics,Algebra,,2018
Octonions,Mathematics,Algebra,,2018
Quaternions,Mathematics,Algebra,,2018
Localization_Ring,Mathematics,Algebra,,2018
LLL_Factorization,Mathematics,Algebra,,2018
LLL_Basis_Reduction,Mathematics,Algebra,,2018
Taylor_Models,Mathematics,Algebra,,2018
Mason_Stothers,Mathematics,Algebra,,2017
Dirichlet_L,Mathematics,Algebra,,2017
Stochastic_Matrices,Mathematics,Algebra,,2017
Orbit_Stabiliser,Mathematics,Algebra,,2017
Stone_Kleene_Relation_Algebras,Mathematics,Algebra,,2017
PSemigroupsConvolution,Mathematics,Algebra,,2017
Optics,Mathematics,Algebra,,2017
Subresultants,Mathematics,Algebra,,2017
Stone_Relation_Algebras,Mathematics,Algebra,,2017
Berlekamp_Zassenhaus,Mathematics,Algebra,,2016
Buildings,Mathematics,Algebra,,2016
Algebraic_VCs,Mathematics,Algebra,,2016
Perron_Frobenius,Mathematics,Algebra,,2016
Groebner_Bases,Mathematics,Algebra,,2016
KAD,Mathematics,Algebra,,2016
Polynomial_Interpolation,Mathematics,Algebra,,2016
Polynomial_Factorization,Mathematics,Algebra,,2016
Matrix_Tensor,Mathematics,Algebra,,2016
Algebraic_Numbers,Mathematics,Algebra,,2015
Jordan_Normal_Form,Mathematics,Algebra,,2015
Rep_Fin_Groups,Mathematics,Algebra,,2015
Hermite,Mathematics,Algebra,,2015
Multirelations,Mathematics,Algebra,,2015
Residuated_Lattices,Mathematics,Algebra,,2015
QR_Decomposition,Mathematics,Algebra,,2015
Echelon_Form,Mathematics,Algebra,,2015
Cayley_Hamilton,Mathematics,Algebra,,2014
Jordan_Hoelder,Mathematics,Algebra,,2014
VectorSpace,Mathematics,Algebra,,2014
Regular_Algebras,Mathematics,Algebra,,2014
Secondary_Sylow,Mathematics,Algebra,,2014
Relation_Algebra,Mathematics,Algebra,,2014
KAT_and_DRA,Mathematics,Algebra,,2014
Rank_Nullity_Theorem,Mathematics,Algebra,,2013
Kleene_Algebra,Mathematics,Algebra,,2013
Impossible_Geometry,Mathematics,Algebra,,2012
PseudoHoops,Mathematics,Algebra,,2011
Gauss-Jordan-Elim-Fun,Mathematics,Algebra,,2011
Polynomials,Mathematics,Algebra,,2010
Free-Groups,Mathematics,Algebra,,2010
Robbins-Conjecture,Mathematics,Algebra,,2010
CofGroups,Mathematics,Algebra,,2009
Valuation,Mathematics,Algebra,,2007
Group-Ring-Module,Mathematics,Algebra,,2004
Lebesgue_Stieltjes_Integral,Mathematics,Analysis,,2026
Abel_Limit_Theorem,Mathematics,Analysis,,2025
Unconstrained_Optimization,Mathematics,Analysis,,2025
Kraus_Maps,Mathematics,Analysis,,2025
Sigmoid_Universal_Approximation,Mathematics,Analysis,,2025
Restriction_Spaces-Ultrametric,Mathematics,Analysis,,2025
Restriction_Spaces-Examples,Mathematics,Analysis,,2025
Restriction_Spaces,Mathematics,Analysis,,2025
Hilbert_Space_Tensor_Product,Mathematics,Analysis,,2024
Continued_Fractions,Mathematics,Analysis,,2024
Interval_Analysis,Mathematics,Analysis,,2024
Lambert_Series,Mathematics,Analysis,,2023
Polylog,Mathematics,Analysis,,2023
Eudoxus_Reals,Mathematics,Analysis,,2023
Standard_Borel_Spaces,Mathematics,Analysis,,2023
Weighted_Arithmetic_Geometric_Mean,Mathematics,Analysis,,2022
Sophomores_Dream,Mathematics,Analysis,,2022
Dedekind_Real,Mathematics,Analysis,,2022
Cotangent_PFD_Formula,Mathematics,Analysis,,2022
Wetzels_Problem,Mathematics,Analysis,,2022
Youngs_Inequality,Mathematics,Analysis,,2022
Hyperdual,Mathematics,Analysis,,2021
Real_Power,Mathematics,Analysis,,2021
Complex_Bounded_Operators,Mathematics,Analysis,,2021
Cubic_Quartic_Equations,Mathematics,Analysis,,2021
Three_Circles,Mathematics,Analysis,,2021
Irrational_Series_Erdos_Straus,Mathematics,Analysis,,2020
Banach_Steinhaus,Mathematics,Analysis,,2020
Lambert_W,Mathematics,Analysis,,2020
Matrices_for_ODEs,Mathematics,Analysis,,2020
Poincare_Bendixson,Mathematics,Analysis,,2019
Hybrid_Systems_VCs,Mathematics,Analysis,,2019
Fourier,Mathematics,Analysis,,2019
Laplace_Transform,Mathematics,Analysis,,2019
Transcendence_Series_Hancl_Rucki,Mathematics,Analysis,,2019
Smooth_Manifolds,Mathematics,Analysis,,2018
Budan_Fourier,Mathematics,Analysis,,2018
Irrationality_J_Hancl,Mathematics,Analysis,,2018
Error_Function,Mathematics,Analysis,,2018
Green,Mathematics,Analysis,,2018
Taylor_Models,Mathematics,Analysis,,2018
Winding_Number_Eval,Mathematics,Analysis,,2017
Count_Complex_Roots,Mathematics,Analysis,,2017
Zeta_Function,Mathematics,Analysis,,2017
Linear_Recurrences,Mathematics,Analysis,,2017
Euler_MacLaurin,Mathematics,Analysis,,2017
Bernoulli,Mathematics,Analysis,,2017
E_Transcendental,Mathematics,Analysis,,2017
Deep_Learning,Mathematics,Analysis,,2016
Lp,Mathematics,Analysis,,2016
Stirling_Formula,Mathematics,Analysis,,2016
Cartan_FP,Mathematics,Analysis,,2016
Liouville_Numbers,Mathematics,Analysis,,2015
Descartes_Sign_Rule,Mathematics,Analysis,,2015
Landau_Symbols,Mathematics,Analysis,,2015
Akra_Bazzi,Mathematics,Analysis,,2015
Sturm_Tarski,Mathematics,Analysis,,2014
Special_Function_Bounds,Mathematics,Analysis,,2014
Affine_Arithmetic,Mathematics,Analysis,,2014
Real_Impl,Mathematics,Analysis,,2014
Sturm_Sequences,Mathematics,Analysis,,2014
Sqrt_Babylonian,Mathematics,Analysis,,2013
Ordinary_Differential_Equations,Mathematics,Analysis,,2012
Lower_Semicontinuous,Mathematics,Analysis,,2011
Polynomials,Mathematics,Analysis,,2010
Cauchy,Mathematics,Analysis,,2006
Integration,Mathematics,Analysis,,2004
Sets_Revisited,Mathematics,Category theory,,2026
Category_Set,Mathematics,Category theory,,2024
ResiduatedTransitionSystem2,Mathematics,Category theory,,2024
EnrichedCategoryBasics,Mathematics,Category theory,,2024
OmegaCatoidsQuantales,Mathematics,Category theory,,2024
CubicalCategories,Mathematics,Category theory,,2024
Catoids,Mathematics,Category theory,,2023
StrictOmegaCategories,Mathematics,Category theory,,2023
CZH_Universal_Constructions,Mathematics,Category theory,,2021
CZH_Foundations,Mathematics,Category theory,,2021
CZH_Elementary_Categories,Mathematics,Category theory,,2021
Bicategory,Mathematics,Category theory,,2020
AxiomaticCategoryTheory,Mathematics,Category theory,,2018
MonoidalCategory,Mathematics,Category theory,,2017
Category3,Mathematics,Category theory,,2016
Category2,Mathematics,Category theory,,2010
Category,Mathematics,Category theory,,2005
Swap_Distance,Mathematics,Combinatorics,,2026
Dilworth,Mathematics,Combinatorics,,2025
Transitive_Union_Closed_Families,Mathematics,Combinatorics,,2025
Rogers_Ramanujan,Mathematics,Combinatorics,,2024
Generalized_Cauchy_Davenport,Mathematics,Combinatorics,,2024
Boustrophedon_Transform,Mathematics,Combinatorics,,2024
Diagonal_Ramsey,Mathematics,Combinatorics,,2024
Ramsey_Bounds,Mathematics,Combinatorics,,2024
Prop_Compactness,Mathematics,Combinatorics,,2024
Hypergraph_Colourings,Mathematics,Combinatorics,,2023
Lovasz_Local,Mathematics,Combinatorics,,2023
Hypergraph_Basics,Mathematics,Combinatorics,,2023
Polygonal_Number_Theorem,Mathematics,Combinatorics,,2023
Gray_Codes,Mathematics,Combinatorics,,2023
Tree_Enumeration,Mathematics,Combinatorics,,2023
Sauer_Shelah_Lemma,Mathematics,Combinatorics,,2022
Kneser_Cauchy_Davenport,Mathematics,Combinatorics,,2022
Combinatorial_Enumeration_Algorithms,Mathematics,Combinatorics,,2022
Balog_Szemeredi_Gowers,Mathematics,Combinatorics,,2022
Khovanskii_Theorem,Mathematics,Combinatorics,,2022
Hales_Jewett,Mathematics,Combinatorics,,2022
Pluennecke_Ruzsa_Inequality,Mathematics,Combinatorics,,2022
Clique_and_Monotone_Circuits,Mathematics,Combinatorics,,2022
Fishers_Inequality,Mathematics,Combinatorics,,2022
Equivalence_Relation_Enumeration,Mathematics,Combinatorics,,2022
Roth_Arithmetic_Progressions,Mathematics,Combinatorics,,2021
Szemeredi_Regularity,Mathematics,Combinatorics,,2021
Design_Theory,Mathematics,Combinatorics,,2021
Van_der_Waerden,Mathematics,Combinatorics,,2021
Sunflowers,Mathematics,Combinatorics,,2021
Delta_System_Lemma,Mathematics,Combinatorics,,2020
Ordinal_Partitions,Mathematics,Combinatorics,,2020
Nash_Williams,Mathematics,Combinatorics,,2020
Matroids,Mathematics,Combinatorics,,2018
Falling_Factorial_Sum,Mathematics,Combinatorics,,2017
Twelvefold_Way,Mathematics,Combinatorics,,2016
Card_Multisets,Mathematics,Combinatorics,,2016
Catalan_Numbers,Mathematics,Combinatorics,,2016
Card_Equiv_Relations,Mathematics,Combinatorics,,2016
Bell_Numbers_Spivey,Mathematics,Combinatorics,,2016
Card_Number_Partitions,Mathematics,Combinatorics,,2016
Card_Partitions,Mathematics,Combinatorics,,2015
Latin_Square,Mathematics,Combinatorics,,2015
Euler_Partition,Mathematics,Combinatorics,,2015
Derangements,Mathematics,Combinatorics,,2015
Discrete_Summation,Mathematics,Combinatorics,,2014
Open_Induction,Mathematics,Combinatorics,,2012
Bondy,Mathematics,Combinatorics,,2012
